index;Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
71;Aurélie;France;Chambre Supérieure;1;Mars 2022;Famille; 3 mars 2022;Super, mon séjour aurait été excellent si ma chambre ne donnait pas sur la route,Bruit toute la nuit;7.0;La piscine, la propreté de la chambre et de l'hôtel, le restaurant cape cod, la sympathie et le professionnalisme des agents, l'emplacement par rapport au parc;La chambre donnait sur la route qui est très très empruntée, une horreur pour dormir, j'ai passé une très mauvaise nuit, je n'avais pas l'impression que le double vitrage soit d'actualité, la seule déception pour cet hotel;1;Disney's Newport Bay Club;1;6;mars;3;2022;0;2022-03-03
72;Patrick;France;Chambre Supérieure;1;Mars 2022;Famille; 2 mars 2022;très bien;8.0;proche parcs et rer;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-02
73;Momo;France;Chambre Supérieure;1;Février 2022;Famille; 1 mars 2022;Bien;8.0;la proximité avec le parc;le tarif des petits déjeuners et repas … c’est vraiment abusé !;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-01
74;Dominique;Belgique;Chambre Supérieure;1;Février 2022;Couple; 26 février 2022;Sejour a refaire dans une autre aile de l hotel.;7.0;proprete - amabilite du personnel - equipements dans l hotel;Vue de la chambre sur un parking de service et de poubelles. Petites odeurs nauseabondes jusqu a notre chambre. Balcon non nettoye.;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-26
75;Jennifer;France;Chambre Supérieure;1;Février 2022;Famille; 26 février 2022;Agréable;6.0;Les lumieres cote parking qui reste allumé tt la nuit empechant de dormir car pas de volet dans les chambres;;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-26
76;Sheekka;France;Chambre Supérieure;2;Février 2022;Famille; 26 février 2022;C’était agréable;7.0;Il manque des prises à côté du lit pour charger le téléphone.;;1;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-26
77;Nathalina;France;Chambre Supérieure;1;Février 2022;Famille; 25 février 2022;Très bien;8.0;"Super hôtel, très beau cadre, chic, majestueux, belle chambre et belle vue..
Personnel accueillant, aimable et sécurisant pour controle sacs et pass sanitaire.
Piscine et déco magnifique.
Navette au top.";"Le tarif des repas et surtout du petit déjeuner 😨
Manque de petits intentions comme petits cadeaux à offrir aux enfants à l'arrivée de l'hôtel...ou petits souvenirs mickey...";0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-25
78;Deborah;France;Chambre Supérieure;3;Février 2022;Famille; 23 février 2022;Super séjour en famille dans un très joli cadre dépaysant a refait e;8.0;"Petit déjeuner très bon mais un peu cher 
Personnel toppp très accueillant
La piscine 
La proximité avec les parcs Disneyland (a pied) 
Et Disney village…
A refaire";Rien;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-23
79;Eleonora;Suisse;Chambre Supérieure;3;Janvier 2022;Famille; 22 février 2022;magnifique séjour avec les enfants proches des parcs, la piscine au top avec tout le matériel nécessaire pour les enfant;8.0;la piscine et l’emplacement;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-22
80;Benamrane;France;Chambre Supérieure;1;Février 2022;Famille; 20 février 2022;Bien;6.0;L'emplacement est top par rapport au parc Disney et les alentours sont magnifiques. Le personnel est très agréable et l'hôtel paraît luxueux.;Les chambres supérieures n'ont rien d'extraordinaire, je m'attendais à beaucoup mieux. Pas de peignoirs, ni de chaussons alors que c'est un hôtel 4☆, la vue sur un dépôt n'était pas top non plus. J'avais laissé un message à ma réservation pour qu'une petite attention à ma fille soit portée car elle fêtait ses 5 ans mais rien...;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-20
81;Julien;France;Chambre Supérieure;1;Février 2022;Famille; 20 février 2022;Bien ;7.0;Le cadre la beauté du lieu la proximité avec le parc;Le manque de place de prises électriques et la taille du lit dans la chambre;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-20
82;Flavien;France;Chambre Club Compass (2 Adultes);1;Février 2022;Famille; 15 février 2022;Service au top mais tarif abusif pour son positionnement et la vue.;6.0;le service plus du club compass;"A plus de 400 euros la nuit on peu s’attendre à avoir une vue autre que le stockage dès sac de linge sale de l’hôtel.
parking trop petit, plus de 30 mn avant d’avoir une place pour ce garer
Hôtel trop loin du parc et du village";0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-15
83;Laetitia;France;Chambre Supérieure;1;Février 2022;Famille; 14 février 2022;correct;7.0;la piscine;honteux le prix du petit déjeuner;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-14
84;Bryan;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Février 2022;Famille; 12 février 2022;Très bien;8.0;Trop froid dans la chambre;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-12
85;Armenio;France;Chambre Supérieure;1;Février 2022;Famille; 12 février 2022;Très bien;7.0;Salle de bain un peu petite .;;0;Disney's Newport Bay Club;1;6;février;2;2022;0;2022-02-12
86;Stephanie;France;Chambre Supérieure;1;Janvier 2022;Couple; 11 février 2022;Très bien;8.0;Emplacement, boutique, petit déjeuner en room service, chambre, parking, personnel;Des petits défauts de peintures et trous dans la porte de salle de bain;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-11
87;Jean-pierre;France;Chambre Supérieure - Côté Lac;1;Février 2022;Famille; 10 février 2022;Très bien;8.0;parfait;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-10
88;Jean-pierre;France;Chambre Supérieure;1;Février 2022;Famille; 10 février 2022;très bon confort et bel emplacement;8.0;"très bel établissement . très proche des parcs et de Disney village 
personnel aux petits soins";la salle de bain mériterait une renovation;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-10
89;Sandy;France;Chambre Supérieure - Côté Lac;1;Février 2022;Famille; 8 février 2022;Très bien;8.0;La proximité du parc et très bien tous c estbtres bien passé pour une première fois a l hotel à coter de disneyland;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-08
90;Christina;France;Chambre Supérieure;2;Février 2022;Famille; 6 février 2022;féerique et magique;8.0;le personnel était super, la nourriture était top ! l’hôtel est vraiment très beau !;la piscine chauffée n’était pas assez chaude beaucoup de personne se sont plaintes. nous sommes restée 10 mins;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-06
91;Istvan;Belgique;Chambre Supérieure avec Terrasse;1;Janvier 2022;Couple; 5 février 2022;Bien, mais je m’attendais à mieux.;6.0;"L’hôtel était vraiment bien situé par rapport au parc : Accès aisé à pied en 5min.
Le parking gratuit est avantageux.";La chambre était un peu trop cher pour l’équipement. Une chambre supérieur devrait être justement supérieur au vu des tarifs. La terrasse n’était pas non plus couverte, pour nous les fumeurs par temps de pluie, ce n’était pas vraiment pratique.;0;Disney's Newport Bay Club;1;6;janvier;1;2022;1;2022-02-05
92;Liv;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Février 2022;Couple; 4 février 2022;Très bien;8.0;Tout le reste;"La réception du restaurant yach club.
Réservation faite à 19h45 et on a dû attendre 20h pour être placé";0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-04
93;Éméline;France;Chambre Supérieure;1;Janvier 2022;Famille; 31 janvier 2022;agréable séjour;7.0;proche du parc ,le personnel toujours aussi agréable;la propreté était pas au top ,manque petit frigo ,pas de poubelle dans les toilettes ni dans la chambre ,prix excessif vu sur le parking;0;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-31
94;Helena;France;Chambre Supérieure;1;Janvier 2022;Famille; 26 janvier 2022;Très bien;8.0;"Jolie piscine intérieure pour adulte, trop simple pour les enfants (pas de toboggan, pas de cascade ou des bulles qu'on peut avoir dans les autres piscines du parc). Il y a tout de même un beau morceau de bateau à l'intérieur.
Un service de petit déjeuner proposer en chambre qu'on peut commander avant 2h du mat, pour être livré des 7h du matin.
Porte avec ouverture automatique à l'entrée de l'hôtel (vers l'accès au parc) pratique.";"Comparé au Sequoia ou au Marvel on est un peu plus loin du village car un des chemins plus court est condamnée actuellement à cause du COVID.
Nous nous attendions à un hôtel plus thématisé personnage Disney mais celui ci est très soft, c'est plus un style hôtel haut de gamme bien structuré, du coup pour nous il manquait de charme comparé au Cheyenne ou même à Santa Fe.";5;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-26
95;Hugues;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 25 janvier 2022;Bien ;7.0;"Compass
Club au top.";Chambre vieillissante, petite.;0;Disney's Newport Bay Club;1;6;novembre;11;2021;2;2022-01-25
96;David;France;Chambre Supérieure;2;Janvier 2022;Couple; 25 janvier 2022;Très bien;8.0;Proximité avec les parcs Disney bien sur, du personnel aux petits soins, une piscine agréable;Un rapport qualité prix indécent mais la magie Disney;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-25
97;Lucie;France;Chambre Supérieure;1;Janvier 2022;Famille; 24 janvier 2022;Bien ;7.0;la localisation , les services , le sourire du personnel mal grès les masques;rien … Peut être remettre un petit coup de modernité;0;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-24
98;Stucki;France;Chambre Supérieure avec Terrasse;1;Janvier 2022;Couple; 20 janvier 2022;Déçu 😞;6.0;L'accueil au petit-déjeuner, le petit-déjeuner (même si nous l'avons trouvé un peu cher pour ce qui était proposé), la propreté de la chambre, les décors.;Au prix de la chambre, nous nous attendions à autre chose, aucune séparation entre le lavabo et l'entrée de la chambre, si ce n'est un rideau, la terrasse totalement cachée derrière des arbustes non taillés, donc aucune vue dégagée sur le lac, pas de cendrier sur celle-ci, du coup les anciens locataires ont laissé les mégots dehors, tout comme des papiers. L'entretien extérieur est nettement à revoir. Pour plus de 400 euros une nuit, nous aurions aimé avoir au moins qqchose de plus entretenu. Dans la chambre, il aurait été bien de trouver du café(même en stick soluble), et non que du thé. Enfin, l'accueil que nous avons eu à la réception était glacial. Aucun sourire, pas d'explication si on ne pose pas de questions, bref déçus, alors que nous avions envie de passer un week-end très agréable.;0;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-20
99;Sabicléclé;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 17 janvier 2022;TROP de monde au petit déjeuner;6.0;localisation et ambiance de l'hôtel;TROP DE MONDE AU PETIT DÉJEUNER, gestes barrières complètement oubliés lors de ce moment, on ne se sent pas du tout en sécurité lorsque nous sommes assis en train de déjeuner;2;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-17
100;Valerie;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille; 13 janvier 2022;Bien ;7.0;Bel hôtel, bonnes prestations. En cette période de noël féerique pour les enfants.;"Rapport qualité/prix. Aucune souplesse sur le report de voyage lorsque l""on est cas contact
 Files d'attente pour s'enregistrer et l'accès au parc à pied plus de 15min avec des enfants de 3 ans difficile. La navette en bus peu fréquente. Le Prix de la restauration aussi élevé pour des enfants que pour adultes.";0;Disney's Newport Bay Club;1;6;décembre;12;2021;1;2022-01-13
101;Rachida;France;Chambre Supérieure;1;Janvier 2022;Famille; 13 janvier 2022;Décevant;6.0;"Petit déjeuner au même prix pour les enfants et les adultes alors que mon fils m’a mangé qu’un croissant 
Pas de room service possible alors que mon fils s’est endormi tôt donc pas de dîner possible 
Queue interminable au restaurant et a la reception";;1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-13
102;Vianney;France;Chambre Supérieure;1;Janvier 2022;Famille; 12 janvier 2022;Très bien;8.0;Nous avons aimé le personnel, la cuisine et la chambre.;"L'eau de la piscine était froide.
Le sauna et hamman, fermé.";2;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-12
103;Angelique;France;Chambre Supérieure;1;Janvier 2022;Famille; 11 janvier 2022;Bien ;7.0;L emplacement pour Disney est très bien. Navette toute les 15 min pratique. Personnel agréable;Télévision chaîne limité.;1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-11
104;Anne;France;Chambre Supérieure;1;Janvier 2022;Voyageur individuel; 11 janvier 2022;Bien mais le diable est dans les détails;6.0;Les CM sont adorable. La literie est super;L’hôte est un peu vieillissant il mériterait un petit coup de frais dans la salle de bain notamment ( sèche cheveux de piscine et j’ai littéralement mis 15 min pour réussir à avoir une bonne température d’eau sous la douche). Et les ascenseurs étaient HS personnes n’avaient prévenu les Guests . Pour ce prix je m’attendais à un peu mieux.;1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-11
105;Alban;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 10 janvier 2022;Bien mais déception des casts Disney.;6.0;L'emplacement juste à côté des parcs est vraiment un plus.;Le personnel pas top au niveau des réactions par rapport aux autres hôtels Disney;1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-10
106;G;France;Chambre Supérieure;1;Janvier 2022;Famille; 10 janvier 2022;L'hôtel mériterait bien une petite rénovation;7.0;Accueil très sympathique;Les matelas étaient très inconfortables (ressorts dans le dos);1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-10
107;Noëmie;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 9 janvier 2022;permet de prolonger la magie des disney;7.0;la proximité avec le parc, le fait de rester dans l’ambiance Disney, l’environnement;qualité de la literie médiocre, petit déjeuner très cher (quantité au détriment de la qualité);0;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-09
108;Emilie;France;Chambre Supérieure;1;Janvier 2022;Couple; 8 janvier 2022;Très bien;8.0;La taille de la chambre, la piscine, le décor, le bar et la sympathie du personnel;Le fait que le passage depuis le disney village côté newport soit fermé cela oblige a faire tout le tour du lac et avec les bagages pas génial si j'avais su à l'avance j'aurais pris la navette;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-08
109;Francesca;Belgique;Chambre Supérieure;1;Janvier 2022;Groupe; 7 janvier 2022;Décevant pour un 4 étoiles.;6.0;Le personnel est très gentil et le décors (hors chambre) est très beau ! La sécurité est présente, cela est agréable.;"La propreté de la chambre était scandaleuse. 
le papier arrachée à certains endroits sur les murs. Des cheveux dans la salle de bain. Le port «papier toilette» complètement devisé et sur le point de tomber. Joints rouillés dans la salle de bain. Une substance brune étrange sur le coin du mur près du lit. 
On m’a changé de chambre à 1h00 du matin. Dans la nouvelle, ça sentait « le renfermer ». 
Aucun geste commercial n’a été effectué, je suis déçue car je me rendais régulièrement dans cet hôtel. 
Le parc a bloqué le chemin vers le parc (ce qui nous oblige à marcher plus longtemps pour attendre le parc). cette fermeture étant mentionnée nul part. Si nous choisissons un hôtel 4 étoiles c’est pour la proximité et la propreté (surfant en ce temps de Covid).";1;Disney's Newport Bay Club;1;6;janvier;1;2022;0;2022-01-07
110;Paul;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille; 5 janvier 2022;Bien ;7.0;Tout le reste une fois rentré et passé la sécurité;La sécurité extérieure devant l'hôtel ,les agents ne vont pas avec un hotel 5etoiles a revoir monsieur le directeur de l'hôtel qui vous engagez nous sommes pas a l'aéroport ou dans une douane;0;Disney's Newport Bay Club;1;6;décembre;12;2021;1;2022-01-05
