Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;UniqueID
Marie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 14 mars 2022;excellent séjours;8,0;magnifique hotel superbe piscine bon accueil;petit déjeuné très chère et moyen pas assez de choix;0;Disney's Newport Bay Club;MarieFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 14 mars 2022excellent séjours
Elodie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 13 mars 2022;séjour agréable;7,0;l emplacement;l immensité;0;Disney's Newport Bay Club;ElodieFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 13 mars 2022séjour agréable
Marine;La Réunion;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 12 mars 2022;bien;7,0;sa beauté qui fait rêver;trop type aéroport, pas assez de personnalisation avec les clients, pas assez d’écoute à la conciergerie sachant qu’avant de venir le numéro est toujours injoignable;1;Disney's Newport Bay Club;MarineLa RéunionChambre SupérieureMars 2022FamilleCommentaire envoyé le 12 mars 2022bien
Danitza;Belgique;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 12 mars 2022;Embarquez pour une croisière avec Donald;8,0;Le cadre, la gentillesse du personnel, le petit-déjeuner.;Les lits sont petits pour deux adultes. Lit bebe = lit parapluie (prévoir un matelas de voyage en plus).;0;Disney's Newport Bay Club;DanitzaBelgiqueChambre SupérieureMars 2022FamilleCommentaire envoyé le 12 mars 2022Embarquez pour une croisière avec Donald
Emilie;Allemagne;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 11 mars 2022;Très bien;8,0;La situation avec ma proximité du village Disney, la vue sur le lac, le confort de la literie;Le rapport qualité prix;0;Disney's Newport Bay Club;EmilieAllemagneChambre SupérieureMars 2022FamilleCommentaire envoyé le 11 mars 2022Très bien
Sarah;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 11 mars 2022;Très bon séjour;8,0;Le personnel est très adapté et réactif. L’hôtel est joli. Les prestations sont de qualité pour le prix que l’on paye. La vue lac est sublime, je recommande fortement cet hôtel.;"Les rideaux de la chambre ne sont pas du tout occultants. Il m’a été très difficile voir impossible de dormir sans le noir complet. J’ai déjà réservé un nouveau séjour en janvier et je conseille de prendre un masque de voyage pour les personnes comme moi.. je me suis endormie d’épuisement à 6h30. 
L’eau de la piscine comme tous les hôtels disney mériterait d’être plus chaude.
Je vous conseille de prendre votre petit déjeuner au New York, plus calme pour le même prix.";0;Disney's Newport Bay Club;SarahFranceChambre SupérieureMars 2022CoupleCommentaire envoyé le 11 mars 2022Très bon séjour
Demay;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 10 mars 2022;Top, merci. l hôtel est très bien situé par rapport au parc. tout peut se faire à pieds;8,0;très bon séjour, tout était bien . Piscine top;les chambres un peu vétustes;0;Disney's Newport Bay Club;DemayFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 10 mars 2022Top, merci. l hôtel est très bien situé par rapport au parc. tout peut se faire à pieds
Anne-laure;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille;Commentaire envoyé le 9 mars 2022;Très bien;8,0;Accueil toujours aussi agréable. Un très très grand plaisir de revenir à chaque fois dans cet hôtel 😊;"Le lit inférieur n'avait pas de drap. Donc très compliqué pour dormir dedans.
Le fait de voir qu'une prise électrique avait pris feu auparavant n'est pas très rassurant quand nous devons branché une machine pour la nuit.";0;Disney's Newport Bay Club;Anne-laureFranceChambre Supérieure - Côté LacMars 2022FamilleCommentaire envoyé le 9 mars 2022Très bien
Aurélie;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille;Commentaire envoyé le 8 mars 2022;Très bel hôtel;8,0;Le cadre, la proximité avec le parc, le thème. Le personnel est particulièrement agréable c'est un plaisir;L'hôtel à beaucoup de qualité, toutefois le tarif est vraiment très élevé. C'est le prix à payer pour la proximité j'imagine, mais tout de même..;0;Disney's Newport Bay Club;AurélieFranceChambre Supérieure - Côté LacMars 2022FamilleCommentaire envoyé le 8 mars 2022Très bel hôtel
Sarah;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 8 mars 2022;très bien;8,0;l’ambiance et le personnel;l’emplacement de la chambre;0;Disney's Newport Bay Club;SarahFranceChambre SupérieureMars 2022CoupleCommentaire envoyé le 8 mars 2022très bien
Cyrille;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 7 mars 2022;très bien;8,0;le lit confortable , le calme , la restauration autour;l’emplacement, le manqué d’équipement et aussi la décoration un peu vieille;0;Disney's Newport Bay Club;CyrilleFranceChambre SupérieureMars 2022CoupleCommentaire envoyé le 7 mars 2022très bien
Carmen;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille;Commentaire envoyé le 7 mars 2022;Bien ;7,0;"La prestation de l'hôtel 
L'hôtel n'a pas des chambres abîmées avec des coups partout.
Le confort 
Le standing de cet hôtel
Le bar c'est super
La proximité avec le parc";"Les poils ou cheveux trouvés sur la taie d'oreiller 
La salle de bain, en prenant un bain, vous voyez toutes les choses non nettoyés.
Un moment de détente qui se transforme en un moment je veux Vite sortir de la....";0;Disney's Newport Bay Club;CarmenFranceChambre Supérieure - Côté LacMars 2022FamilleCommentaire envoyé le 7 mars 2022Bien 
Audrey;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 5 mars 2022;très bon séjour en famille.;8,0;"la propreté et le confort de la chambre. 
la disponibilité de 2 lits parapluie pour nos jumeaux et la gentillesse du personnel. 
le passage de minnie le soir à l’hôtel était très appréciable.";pour trouver un côté négatif… cafetière dans la chambre mais pas de dosettes à dispo.;0;Disney's Newport Bay Club;AudreyFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 5 mars 2022très bon séjour en famille.
Aurélie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 3 mars 2022;Super, mon séjour aurait été excellent si ma chambre ne donnait pas sur la route,Bruit toute la nuit;7,0;La piscine, la propreté de la chambre et de l'hôtel, le restaurant cape cod, la sympathie et le professionnalisme des agents, l'emplacement par rapport au parc;La chambre donnait sur la route qui est très très empruntée, une horreur pour dormir, j'ai passé une très mauvaise nuit, je n'avais pas l'impression que le double vitrage soit d'actualité, la seule déception pour cet hotel;1;Disney's Newport Bay Club;AurélieFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 3 mars 2022Super, mon séjour aurait été excellent si ma chambre ne donnait pas sur la route,Bruit toute la nuit
Patrick;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 2 mars 2022;très bien;8,0;proche parcs et rer;;0;Disney's Newport Bay Club;PatrickFranceChambre SupérieureMars 2022FamilleCommentaire envoyé le 2 mars 2022très bien
Momo;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 1 mars 2022;Bien;8,0;la proximité avec le parc;le tarif des petits déjeuners et repas … c’est vraiment abusé !;0;Disney's Newport Bay Club;MomoFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 1 mars 2022Bien
Dominique;Belgique;Chambre Supérieure;1;Février 2022;Couple;Commentaire envoyé le 26 février 2022;Sejour a refaire dans une autre aile de l hotel.;7,0;proprete - amabilite du personnel - equipements dans l hotel;Vue de la chambre sur un parking de service et de poubelles. Petites odeurs nauseabondes jusqu a notre chambre. Balcon non nettoye.;0;Disney's Newport Bay Club;DominiqueBelgiqueChambre SupérieureFévrier 2022CoupleCommentaire envoyé le 26 février 2022Sejour a refaire dans une autre aile de l hotel.
Jennifer;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 26 février 2022;Agréable;6,0;Les lumieres cote parking qui reste allumé tt la nuit empechant de dormir car pas de volet dans les chambres;;0;Disney's Newport Bay Club;JenniferFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 26 février 2022Agréable
Sheekka;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 26 février 2022;C’était agréable;7,0;Il manque des prises à côté du lit pour charger le téléphone.;;1;Disney's Newport Bay Club;SheekkaFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 26 février 2022C’était agréable
Nathalina;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 25 février 2022;Très bien;8,0;"Super hôtel, très beau cadre, chic, majestueux, belle chambre et belle vue..
Personnel accueillant, aimable et sécurisant pour controle sacs et pass sanitaire.
Piscine et déco magnifique.
Navette au top.";"Le tarif des repas et surtout du petit déjeuner 😨
Manque de petits intentions comme petits cadeaux à offrir aux enfants à l'arrivée de l'hôtel...ou petits souvenirs mickey...";0;Disney's Newport Bay Club;NathalinaFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 25 février 2022Très bien
Deborah;France;Chambre Supérieure;3;Février 2022;Famille;Commentaire envoyé le 23 février 2022;Super séjour en famille dans un très joli cadre dépaysant a refait e;8,0;"Petit déjeuner très bon mais un peu cher 
Personnel toppp très accueillant
La piscine 
La proximité avec les parcs Disneyland (a pied) 
Et Disney village…
A refaire";Rien;0;Disney's Newport Bay Club;DeborahFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 23 février 2022Super séjour en famille dans un très joli cadre dépaysant a refait e
Eleonora;Suisse;Chambre Supérieure;3;Janvier 2022;Famille;Commentaire envoyé le 22 février 2022;magnifique séjour avec les enfants proches des parcs, la piscine au top avec tout le matériel nécessaire pour les enfant;8,0;la piscine et l’emplacement;;0;Disney's Newport Bay Club;EleonoraSuisseChambre SupérieureJanvier 2022FamilleCommentaire envoyé le 22 février 2022magnifique séjour avec les enfants proches des parcs, la piscine au top avec tout le matériel nécessaire pour les enfant
Benamrane;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 20 février 2022;Bien;6,0;L'emplacement est top par rapport au parc Disney et les alentours sont magnifiques. Le personnel est très agréable et l'hôtel paraît luxueux.;Les chambres supérieures n'ont rien d'extraordinaire, je m'attendais à beaucoup mieux. Pas de peignoirs, ni de chaussons alors que c'est un hôtel 4☆, la vue sur un dépôt n'était pas top non plus. J'avais laissé un message à ma réservation pour qu'une petite attention à ma fille soit portée car elle fêtait ses 5 ans mais rien...;0;Disney's Newport Bay Club;BenamraneFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 20 février 2022Bien
Julien;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 20 février 2022;Bien ;7,0;Le cadre la beauté du lieu la proximité avec le parc;Le manque de place de prises électriques et la taille du lit dans la chambre;0;Disney's Newport Bay Club;JulienFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 20 février 2022Bien 
Flavien;France;Chambre Club Compass (2 Adultes);1;Février 2022;Famille;Commentaire envoyé le 15 février 2022;Service au top mais tarif abusif pour son positionnement et la vue.;6,0;le service plus du club compass;"A plus de 400 euros la nuit on peu s’attendre à avoir une vue autre que le stockage dès sac de linge sale de l’hôtel.
parking trop petit, plus de 30 mn avant d’avoir une place pour ce garer
Hôtel trop loin du parc et du village";0;Disney's Newport Bay Club;FlavienFranceChambre Club Compass (2 Adultes)Février 2022FamilleCommentaire envoyé le 15 février 2022Service au top mais tarif abusif pour son positionnement et la vue.
Laetitia;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 14 février 2022;correct;7,0;la piscine;honteux le prix du petit déjeuner;0;Disney's Newport Bay Club;LaetitiaFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 14 février 2022correct
Bryan;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Février 2022;Famille;Commentaire envoyé le 12 février 2022;Très bien;8,0;Trop froid dans la chambre;;0;Disney's Newport Bay Club;BryanFranceChambre Club Compass - Côté Lac (2 Adultes)Février 2022FamilleCommentaire envoyé le 12 février 2022Très bien
Armenio;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 12 février 2022;Très bien;7,0;Salle de bain un peu petite .;;0;Disney's Newport Bay Club;ArmenioFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 12 février 2022Très bien
Stephanie;France;Chambre Supérieure;1;Janvier 2022;Couple;Commentaire envoyé le 11 février 2022;Très bien;8,0;Emplacement, boutique, petit déjeuner en room service, chambre, parking, personnel;Des petits défauts de peintures et trous dans la porte de salle de bain;0;Disney's Newport Bay Club;StephanieFranceChambre SupérieureJanvier 2022CoupleCommentaire envoyé le 11 février 2022Très bien
Jean-pierre;France;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 10 février 2022;Très bien;8,0;parfait;;0;Disney's Newport Bay Club;Jean-pierreFranceChambre Supérieure - Côté LacFévrier 2022FamilleCommentaire envoyé le 10 février 2022Très bien
Jean-pierre;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 10 février 2022;très bon confort et bel emplacement;8,0;"très bel établissement . très proche des parcs et de Disney village 
personnel aux petits soins";la salle de bain mériterait une renovation;0;Disney's Newport Bay Club;Jean-pierreFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 10 février 2022très bon confort et bel emplacement
Sandy;France;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 8 février 2022;Très bien;8,0;La proximité du parc et très bien tous c estbtres bien passé pour une première fois a l hotel à coter de disneyland;;0;Disney's Newport Bay Club;SandyFranceChambre Supérieure - Côté LacFévrier 2022FamilleCommentaire envoyé le 8 février 2022Très bien
Christina;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 6 février 2022;féerique et magique;8,0;le personnel était super, la nourriture était top ! l’hôtel est vraiment très beau !;la piscine chauffée n’était pas assez chaude beaucoup de personne se sont plaintes. nous sommes restée 10 mins;0;Disney's Newport Bay Club;ChristinaFranceChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 6 février 2022féerique et magique
