Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Paulina;Espagne;Bungalow Tribu Pionnier;4;Avril 2022;Famille; 19 avril 2022;Bien, pero han habido decepciones;7.0;;;6;PaulinaEspagneBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 19 avril 2022Bien, pero han habido decepciones;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Anonyme;Allemagne;;3;Avril 2022;Famille; 19 avril 2022;Bien ;7.0;;;0;AnonymeAllemagnenanAvril 2022FamilleCommentaire envoyé le 19 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Carlyne;France;Bungalow Tribu Trappeur;1;Avril 2022;Groupe; 18 avril 2022;Exceptionnel;10.0;la propreté , les lits confortables et le camping est très sympa je conseil fortement 😉;;0;CarlyneFranceBungalow Tribu TrappeurAvril 2022GroupeCommentaire envoyé le 18 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Marta;Espagne;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 18 avril 2022;Bien ;7.0;;;0;MartaEspagneBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 18 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Dany;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 18 avril 2022;un très bon week-end;8.0;le logement confortable pour 6 adultes;;0;DanyFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 18 avril 2022un très bon week-end;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Emilie;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 18 avril 2022;Séjour très agréable;8.0;Le bungalow était parfait et très propre. Nous avons bien profiter de notre séjour. Le personnel était au petit soin pour répondre à toute nos questions.;J'aurais aimer retrouver le nécessaire de nettoyage à l'intérieur du bungalow au lieu d'aller le chercher à la boutique. Le plus aurait été la présence d'une baignoire dans l'une des deux salle de bain.;0;EmilieFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 18 avril 2022Séjour très agréable;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Nuri;Espagne;Bungalow Tribu Trappeur;3;Avril 2022;Famille; 17 avril 2022;Très bien;8.0;;;0;NuriEspagneBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 17 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Sarah;Royaume-Uni;Bungalow Tribu Trappeur;3;Avril 2022;Famille; 16 avril 2022;Exceptionnel;10.0;;;0;SarahRoyaume-UniBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 16 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Jacqui;Royaume-Uni;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 16 avril 2022;Great cabins. Not great if you don’t have a car.;8.0;;;0;JacquiRoyaume-UniBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 16 avril 2022Great cabins. Not great if you don’t have a car.;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
David;Belgique;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 16 avril 2022;un peu cher pour le confort et les services offert;5.0;L’emplacement par rapport au parc Disney, la piscine, le restaurant à volonté, l’abondance du petit déjeuner;le confort des « bungalows », les équipements vétustes, l’obligation d’aller au shop chercher un « kit de nettoyage gratuit » > autant le déposer directement dans les bungalows….;0;DavidBelgiqueBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 16 avril 2022un peu cher pour le confort et les services offert;Davy_Crockett_Ranch;0;1;avril;4;2022;0;2022-04-01
Alan;Royaume-Uni;Bungalow Tribu Pionnier;4;Avril 2022;Famille; 16 avril 2022;Excellent! Will be back!;10.0;;;0;AlanRoyaume-UniBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 16 avril 2022Excellent! Will be back!;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Moulay;France;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 16 avril 2022;Bien ;7.0;"Le.mobil home avec ses 2 chambres et 2 salles de bain. La cuisine. 
Le saloon et la piscine.";La réservation du restaurant soit disant complet mais finalement possible à notre arrivee( mais du coup nous avions prévu. La propreté du logement pas impeccable. Et surtout le prix exorbitant pour 1 nuit (443 euros !!!!);0;MoulayFranceBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 16 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Vincent;France;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 16 avril 2022;Hors du temps;9.0;"Piscine
Mini golf";;0;VincentFranceBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 16 avril 2022Hors du temps;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Yun;France;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 16 avril 2022;L’hotel ambiance Disneyland avec une piscine sympa!;8.0;Très propre. La piscine est sympa pour toute la famille. L’hôtel pour séjour Disneyland.;"Plus de 400€ par nuit, c’est un peu cher. 
La piscine chauffée à 29degrees est un peu froide pour les enfants de base âge!";1;YunFranceBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 16 avril 2022L’hotel ambiance Disneyland avec une piscine sympa!;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Sandra;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 15 avril 2022;heureusement une seule nuit;6.0;"l idée, bungalow en forêt 🌳 
notre indépendance si on le souhaite";le lit !!!! l’enfer, la nuit la plus longue de toute ma vie !! a peine couché on ose pas bouger tellement le lit bouge ! et alors les grincements je vous raconte pas !!!;0;SandraFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 15 avril 2022heureusement une seule nuit;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Máténé;Hongrie;Bungalow Tribu Trappeur;2;Avril 2022;Famille; 15 avril 2022;Exceptionnel;10.0;;;0;MáténéHongrieBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 15 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Anonyme;Allemagne;;2;Avril 2022;Famille; 15 avril 2022;Katastrophe, überteuert für dieses preis Leistung Verhältnisse;2.0;;;0;AnonymeAllemagnenanAvril 2022FamilleCommentaire envoyé le 15 avril 2022Katastrophe, überteuert für dieses preis Leistung Verhältnisse;Davy_Crockett_Ranch;0;1;avril;4;2022;0;2022-04-01
Peter;Royaume-Uni;Bungalow Tribu Pionnier;4;Avril 2022;Famille; 14 avril 2022;Bien ;7.0;;;0;PeterRoyaume-UniBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 14 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Flavien;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 14 avril 2022;Comment faire payer un mobil home au prix d’une chambre d’un palace;7.0;La piscine;Le manque d’insonorisation surtout quand il pleut;0;FlavienFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 14 avril 2022Comment faire payer un mobil home au prix d’une chambre d’un palace;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Anonyme;France;;1;Avril 2022;Famille; 13 avril 2022;super séjour à renouveler;10.0;proche de la nature, la piscine et les infrastructures la thematisation est top;rien;0;AnonymeFrancenanAvril 2022FamilleCommentaire envoyé le 13 avril 2022super séjour à renouveler;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Michelle;Royaume-Uni;Bungalow Tribu Trappeur;2;Avril 2022;Famille; 13 avril 2022;Très bien;8.0;;;0;MichelleRoyaume-UniBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 13 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Alexandre;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 13 avril 2022;Bien ;7.0;L emplacement est idéal, le lieu est reposant, piscine top.;Bungalow un peu sale, sanitaire OK, mais sol sale. Lit mauvaise qualite. Restaurant exorbitant.;0;AlexandreFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 13 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Sébastien;Belgique;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 12 avril 2022;Décevant;4.0;"Facile d’accès 
Prix";"Lit dur
Propreté";1;SébastienBelgiqueBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 12 avril 2022Décevant;Davy_Crockett_Ranch;0;1;avril;4;2022;0;2022-04-01
Cindy;Belgique;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 12 avril 2022;Beau cadre, personnel accueillant et chaleureux mais propreté à revoir!;6.0;Beau cadre, au cœur de la nature, avec vue sur les fleurs des sous-bois, nous nous sommes réveillés avec le doux chant des oiseaux. Le personnel était accueillant et bienveillant.;Il faisait très froid à notre arrivée dans le bungalow et nous avons eu beaucoup de mal à faire fonctionner les radiateurs électriques. La vaisselle n’était pas rangée, des papiers trainaient. De plus, la salle-de-bain de la chambre double était sale et n’avait pas été nettoyée.;0;CindyBelgiqueBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 12 avril 2022Beau cadre, personnel accueillant et chaleureux mais propreté à revoir!;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Michael;Pays-Bas;Bungalow Tribu Trappeur;1;Avril 2022;Groupe; 11 avril 2022;Exceptionnel;10.0;;;0;MichaelPays-BasBungalow Tribu TrappeurAvril 2022GroupeCommentaire envoyé le 11 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Patricia;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 11 avril 2022;Exceptionnel;10.0;Tout;Rien tout était parfait;1;PatriciaFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 11 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Samual;Royaume-Uni;Bungalow Tribu Trappeur;2;Avril 2022;Famille; 11 avril 2022;Très bien;8.0;;;0;SamualRoyaume-UniBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 11 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Jose;Espagne;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 11 avril 2022;Exceptionnel;10.0;;;0;JoseEspagneBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 11 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Anonyme;Royaume-Uni;;7;Avril 2022;Famille; 11 avril 2022;We made the most of it and were out every day. Peaceful location but overpriced and we would not return.;5.0;;;2;AnonymeRoyaume-UninanAvril 2022FamilleCommentaire envoyé le 11 avril 2022We made the most of it and were out every day. Peaceful location but overpriced and we would not return.;Davy_Crockett_Ranch;0;1;avril;4;2022;0;2022-04-01
Alexandra;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 10 avril 2022;Fabuleux ;9.0;"Bungalow en pleine forêt au calme.
Magnifique piscine.
Accueil chaleureux.";Manque des prises.;2;AlexandraFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 10 avril 2022Fabuleux ;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Lorena;Belgique;Bungalow Tribu Trappeur;4;Avril 2022;Famille; 10 avril 2022;Excellent for a short disneyland family holiday;9.0;;;3;LorenaBelgiqueBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 10 avril 2022Excellent for a short disneyland family holiday;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Stephane;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 10 avril 2022;Très bien;8.0;;;0;StephaneFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 10 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Karl;Royaume-Uni;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 10 avril 2022;Exceptionnel;10.0;;;0;KarlRoyaume-UniBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 10 avril 2022Exceptionnel;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Karel;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 10 avril 2022;Bien ;7.0;Fermeture 22h de la piscine;L´eau froide de la piscine;0;KarelFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 10 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Golan;Israël;Bungalow Tribu Trappeur;5;Avril 2022;Famille; 9 avril 2022;Très bien;8.0;;;0;GolanIsraëlBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 9 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Anonyme;Pays-Bas;;3;Avril 2022;Groupe; 9 avril 2022;Très bien;8.0;;;0;AnonymePays-BasnanAvril 2022GroupeCommentaire envoyé le 9 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Matthieu;Belgique;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 8 avril 2022;Très bien;8.0;;;0;MatthieuBelgiqueBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 8 avril 2022Très bien;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Cathy;Belgique;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 5 avril 2022;Bien ;7.0;le personnel très sympathique et serviable. l’emplacement proche du parc Disneyland Paris;le manque de propreté dans le bungalow, nous avons trouvé une brosse à dent dans les draps de lit.;1;CathyBelgiqueBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 5 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Marine;France;Bungalow Tribu Pionnier;1;Avril 2022;Famille; 5 avril 2022;Très déçu, Faible rapport qualité/prix;4.0;la piscine, le cours de tennis, le calme de l’environnement.;2 bungalows de réservés, mais seulement 1/2 de prêt à 16h et celui ne l’était finalement pas (lits défaits, fiante oiseau sur la porte d’entrée, terrasse en bois cassante). le prix du séjour n’est pas à la hauteur de la prestation. A 285€ la nuit pour 1 bungalow, on s’attend à un standing et une organisation nettement supérieurs.;1;MarineFranceBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 5 avril 2022Très déçu, Faible rapport qualité/prix;Davy_Crockett_Ranch;0;1;avril;4;2022;0;2022-04-01
Ramananjanahary;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 4 avril 2022;Fabuleux ;9.0;;;0;RamananjanaharyFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 4 avril 2022Fabuleux ;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Simon;Royaume-Uni;Bungalow Tribu Pionnier;2;Avril 2022;Famille; 3 avril 2022;Bien ;7.0;;;0;SimonRoyaume-UniBungalow Tribu PionnierAvril 2022FamilleCommentaire envoyé le 3 avril 2022Bien ;Davy_Crockett_Ranch;1;1;avril;4;2022;0;2022-04-01
Annick;France;Bungalow Tribu Trappeur;1;Avril 2022;Famille; 3 avril 2022;Week-end très agréable;10.0;Le confort et l'emplacement du chalet, la piscine, le côté pratique du fait d'avoir accès facilement à tout;L'éclairage à l'intérieur de la salle principale, un peu faible;1;AnnickFranceBungalow Tribu TrappeurAvril 2022FamilleCommentaire envoyé le 3 avril 2022Week-end très agréable;Davy_Crockett_Ranch;2;1;avril;4;2022;0;2022-04-01
Sabrina;Allemagne;Bungalow Tribu Trappeur;1;Janvier 2022;Couple; 16 janvier 2022;Perfekt :);10.0;;;0;SabrinaAllemagneBungalow Tribu TrappeurJanvier 2022CoupleCommentaire envoyé le 16 janvier 2022Perfekt :);Davy_Crockett_Ranch;2;1;janvier;1;2022;0;2022-01-01
Cedric;France;Bungalow Tribu Pionnier;1;Novembre 2021;Famille; 15 janvier 2022;Très bien;8.0;;;0;CedricFranceBungalow Tribu PionnierNovembre 2021FamilleCommentaire envoyé le 15 janvier 2022Très bien;Davy_Crockett_Ranch;2;1;novembre;11;2021;2;2021-11-01
Sean;Royaume-Uni;Bungalow Tribu Trappeur;5;Décembre 2021;Famille; 13 janvier 2022;This Review is Actually for Newport Bay - DCR was Closed for Our Booked Dates!;7.0;;;1;SeanRoyaume-UniBungalow Tribu TrappeurDécembre 2021FamilleCommentaire envoyé le 13 janvier 2022This Review is Actually for Newport Bay - DCR was Closed for Our Booked Dates!;Davy_Crockett_Ranch;1;1;décembre;12;2021;1;2021-12-01
Stef2909;Belgique;Bungalow Tribu Trappeur;1;Janvier 2022;Famille; 8 janvier 2022;Très bien;8.0;Le surclassement a l'hotel Séquoia Lodge suite à la fermeture du ranch, La piscine, la situation proche du Disney Village;L'insonorisation pourrait etre améliorée;1;Stef2909BelgiqueBungalow Tribu TrappeurJanvier 2022FamilleCommentaire envoyé le 8 janvier 2022Très bien;Davy_Crockett_Ranch;2;1;janvier;1;2022;0;2022-01-01
Marta;Espagne;Bungalow Tribu Trappeur;1;Novembre 2021;Famille; 29 décembre 2021;Très bien;8.0;;;0;MartaEspagneBungalow Tribu TrappeurNovembre 2021FamilleCommentaire envoyé le 29 décembre 2021Très bien;Davy_Crockett_Ranch;2;1;novembre;11;2021;1;2021-11-01
Gilles;France;Bungalow Tribu Pionnier;1;Novembre 2021;Famille; 14 décembre 2021;Exceptionnel;10.0;La piscine , la literie +++++;Rien;0;GillesFranceBungalow Tribu PionnierNovembre 2021FamilleCommentaire envoyé le 14 décembre 2021Exceptionnel;Davy_Crockett_Ranch;2;1;novembre;11;2021;1;2021-11-01
Raphael;France;Bungalow Tribu Trappeur;1;Octobre 2021;Famille; 7 décembre 2021;Une belle coupure au calme et au vert !!;10.0;"Piscine au top
Mobil home au calme
Personnel sympathique";Repas au restaurant convenable mais cher pour la qualité;1;RaphaelFranceBungalow Tribu TrappeurOctobre 2021FamilleCommentaire envoyé le 7 décembre 2021Une belle coupure au calme et au vert !!;Davy_Crockett_Ranch;2;1;octobre;10;2021;2;2021-10-01
Steven;Pays-Bas;Bungalow Tribu Trappeur;1;Novembre 2021;Famille; 7 décembre 2021;Fabuleux ;9.0;;;0;StevenPays-BasBungalow Tribu TrappeurNovembre 2021FamilleCommentaire envoyé le 7 décembre 2021Fabuleux ;Davy_Crockett_Ranch;2;1;novembre;11;2021;1;2021-11-01
Kevin;Allemagne;Bungalow Tribu Pionnier;5;Octobre 2021;Famille; 2 décembre 2021;Exceptionnel;10.0;;;0;KevinAllemagneBungalow Tribu PionnierOctobre 2021FamilleCommentaire envoyé le 2 décembre 2021Exceptionnel;Davy_Crockett_Ranch;2;1;octobre;10;2021;2;2021-10-01
Marjorie;France;Bungalow Tribu Trappeur;2;Novembre 2021;Famille; 1 décembre 2021;Toujours un bonheur ! Je recommande vivement;9.0;"Le personnel au top dispo agréable et serviable à notre écoute
La piscine avec ces toboggans
Le buffet de l hôtel au top
La grandeur du logement avec 2 toilettes et 2 salles de bains
Le calme
Proximité du parc 5 min en voiture
Proximité des commerces val d Europe moins de 10 min";;1;MarjorieFranceBungalow Tribu TrappeurNovembre 2021FamilleCommentaire envoyé le 1 décembre 2021Toujours un bonheur ! Je recommande vivement;Davy_Crockett_Ranch;2;1;novembre;11;2021;1;2021-11-01
Patrick;Allemagne;Bungalow Tribu Trappeur;2;Septembre 2021;Famille; 28 novembre 2021;Bien ;7.0;;;0;PatrickAllemagneBungalow Tribu TrappeurSeptembre 2021FamilleCommentaire envoyé le 28 novembre 2021Bien ;Davy_Crockett_Ranch;1;1;septembre;9;2021;2;2021-09-01
Annette;Allemagne;Bungalow Tribu Pionnier;1;Octobre 2021;Famille; 25 novembre 2021;Bon ;5.8;;;0;AnnetteAllemagneBungalow Tribu PionnierOctobre 2021FamilleCommentaire envoyé le 25 novembre 2021Bon ;Davy_Crockett_Ranch;1;1;octobre;10;2021;1;2021-10-01
Ludovicus;Pays-Bas;Bungalow Tribu Trappeur;3;Octobre 2021;Famille; 25 novembre 2021;Très bien;8.0;;;1;LudovicusPays-BasBungalow Tribu TrappeurOctobre 2021FamilleCommentaire envoyé le 25 novembre 2021Très bien;Davy_Crockett_Ranch;2;1;octobre;10;2021;1;2021-10-01
Roselyne;France;Bungalow Tribu Trappeur;1;Octobre 2021;Famille; 23 novembre 2021;Très bien;8.0;"pas beaucoup de choses à faire durant cette période , dans le camp 
assez triste comme ambiance";;2;RoselyneFranceBungalow Tribu TrappeurOctobre 2021FamilleCommentaire envoyé le 23 novembre 2021Très bien;Davy_Crockett_Ranch;2;1;octobre;10;2021;1;2021-10-01
Sandra;Irlande;Bungalow Tribu Pionnier;4;Octobre 2021;Famille; 21 novembre 2021;Très bien;8.0;;;0;SandraIrlandeBungalow Tribu PionnierOctobre 2021FamilleCommentaire envoyé le 21 novembre 2021Très bien;Davy_Crockett_Ranch;2;1;octobre;10;2021;1;2021-10-01
Tyas;Pays-Bas;Bungalow Tribu Pionnier;1;Octobre 2021;Famille; 21 novembre 2021;Exceptionnel;10.0;;;0;TyasPays-BasBungalow Tribu PionnierOctobre 2021FamilleCommentaire envoyé le 21 novembre 2021Exceptionnel;Davy_Crockett_Ranch;2;1;octobre;10;2021;1;2021-10-01
Kathrin;Allemagne;Bungalow Tribu Trappeur;2;Octobre 2021;Famille; 20 novembre 2021;Fabuleux ;9.0;;;1;KathrinAllemagneBungalow Tribu TrappeurOctobre 2021FamilleCommentaire envoyé le 20 novembre 2021Fabuleux ;Davy_Crockett_Ranch;2;1;octobre;10;2021;1;2021-10-01
